# RD,Action Code,State Code,County Code,Site ID,Parameter,POC,Sample Duration,Unit,Method,Date,Start Time,Sample Value,Null Data Code,Sampling Frequency
RD,I,17,31,52,12128,1,7,1,43,20081015,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081021,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081027,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081102,0:00,0.02,,6
RD,I,17,31,52,12128,1,7,1,43,20081108,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081114,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081120,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081126,0:00,0.02,,6
RD,I,17,31,52,12128,1,7,1,43,20081202,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081208,0:00,0.03,,6
RD,I,17,31,52,12128,1,7,1,43,20081214,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081220,0:00,0.01,,6
RD,I,17,31,52,12128,1,7,1,43,20081226,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080113,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080122,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080131,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080208,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080212,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080218,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080224,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080307,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080313,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080319,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080325,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080331,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080406,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080412,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080418,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080424,0:00,0.02,,6
RD,I,17,31,3103,12128,1,7,1,94,20080507,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080512,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080518,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080524,0:00,0.01,,6
RD,I,17,31,3103,12128,1,7,1,94,20080530,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080101,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080107,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080113,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080119,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080125,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080131,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080206,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080212,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080218,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080224,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080301,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080307,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080313,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080319,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080325,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080331,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080406,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080412,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080418,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080424,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080430,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080506,0:00,0.03,,6
RD,I,17,31,3301,12128,1,7,1,43,20080524,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080530,0:00,0.03,,6
RD,I,17,31,3301,12128,1,7,1,43,20080605,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080611,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080617,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080623,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080629,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080705,0:00,0.04,,6
RD,I,17,31,3301,12128,1,7,1,43,20080711,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080717,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080723,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080729,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080810,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080816,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080822,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080828,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080903,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080909,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080915,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20080921,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20080927,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20081003,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081009,0:00,0.02,,6
RD,I,17,31,3301,12128,1,7,1,43,20081015,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081021,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081027,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081108,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081114,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081120,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081126,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081202,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081208,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081214,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081220,0:00,0.01,,6
RD,I,17,31,3301,12128,1,7,1,43,20081226,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080101,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080107,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080113,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080119,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080125,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080131,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080206,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080212,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080218,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080301,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080307,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080313,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080319,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080325,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080331,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080406,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080412,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080418,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080424,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080430,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080506,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080512,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080518,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080524,0:00,0.01,,6
RD,I,17,31,4201,12128,1,7,1,94,20080530,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080101,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080107,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080113,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080119,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080125,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080131,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080206,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080212,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080218,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080224,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080301,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080307,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080313,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080319,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080325,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080331,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080406,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080412,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080418,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080424,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080430,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080506,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080512,0:00,0.05,,6
RD,I,17,31,6003,12128,1,7,1,43,20080518,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080524,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080530,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080605,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080611,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080617,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080623,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080629,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080705,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080723,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080729,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080804,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080810,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080816,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080822,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080828,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080903,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20080909,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20080915,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20080921,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20080927,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20081003,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081009,0:00,0.04,,6
RD,I,17,31,6003,12128,1,7,1,43,20081015,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20081021,0:00,0.06,,6
RD,I,17,31,6003,12128,1,7,1,43,20081027,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081102,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20081108,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081114,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081120,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081126,0:00,0.03,,6
RD,I,17,31,6003,12128,1,7,1,43,20081202,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081208,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081214,0:00,0.01,,6
RD,I,17,31,6003,12128,1,7,1,43,20081220,0:00,0.02,,6
RD,I,17,31,6003,12128,1,7,1,43,20081226,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080101,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080107,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080113,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080119,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080125,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080131,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080206,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080212,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080218,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080224,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080301,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080307,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080313,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080319,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080325,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080331,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080406,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080412,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080418,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080424,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080430,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080512,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080518,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080524,0:00,0.01,,6
RD,I,17,117,2,12128,2,7,1,94,20080530,0:00,0.01,,6
RD,I,17,119,10,12128,1,7,1,94,20080101,0:00,0.06,,6
RD,I,17,119,10,12128,1,7,1,94,20080107,0:00,0.02,,6
RD,I,17,119,10,12128,1,7,1,94,20080113,0:00,1.27,,6
RD,I,17,119,10,12128,1,7,1,94,20080119,0:00,0.04,,6
RD,I,17,119,10,12128,1,7,1,94,20080125,0:00,0.05,,6
RD,I,17,119,10,12128,1,7,1,94,20080131,0:00,0.13,,6
RD,I,17,119,10,12128,1,7,1,94,20080206,0:00,0.13,,6
RD,I,17,119,10,12128,1,7,1,94,20080212,0:00,0.21,,6
RD,I,17,119,10,12128,1,7,1,94,20080218,0:00,0.91,,6
RD,I,17,119,10,12128,1,7,1,94,20080224,0:00,0.05,,6
RD,I,17,119,10,12128,1,7,1,94,20080307,0:00,0.02,,6
RD,I,17,119,10,12128,1,7,1,94,20080319,0:00,0.12,,6
RD,I,17,119,10,12128,1,7,1,94,20080325,0:00,0.06,,6
RD,I,17,119,10,12128,1,7,1,94,20080331,0:00,0.03,,6
RD,I,17,119,10,12128,1,7,1,94,20080406,0:00,0.01,,6
RD,I,17,119,10,12128,1,7,1,94,20080412,0:00,0.09,,6
RD,I,17,119,10,12128,1,7,1,94,20080418,0:00,0.01,,6
RD,I,17,119,10,12128,1,7,1,94,20080424,0:00,0.02,,6
RD,I,17,119,10,12128,1,7,1,94,20080430,0:00,0.02,,6
RD,I,17,119,10,12128,1,7,1,94,20080506,0:00,0.03,,6
RD,I,17,119,10,12128,1,7,1,94,20080512,0:00,0.1,,6
RD,I,17,119,10,12128,1,7,1,94,20080524,0:00,0.02,,6
RD,I,17,119,10,12128,1,7,1,94,20080530,0:00,0.05,,6
RD,I,17,119,3007,12128,2,7,1,94,20080101,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080107,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080113,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080119,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080125,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080131,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080206,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080212,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080218,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080301,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080307,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080313,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080325,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080331,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080406,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080412,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080418,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080424,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080430,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080506,0:00,0.03,,6
RD,I,17,119,3007,12128,2,7,1,94,20080512,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080518,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080524,0:00,0.01,,6
RD,I,17,119,3007,12128,2,7,1,94,20080530,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080101,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080107,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080113,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080119,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080125,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080131,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080212,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080218,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080224,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080301,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080307,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080313,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080319,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080325,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080331,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080406,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080412,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080418,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080424,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080430,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080506,0:00,0.02,,6
RD,I,17,143,37,12128,1,7,1,94,20080512,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080518,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080524,0:00,0.01,,6
RD,I,17,143,37,12128,1,7,1,94,20080530,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080101,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080107,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080113,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080119,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080125,0:00,0.04,,6
RD,I,17,163,10,12128,2,7,1,94,20080131,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080206,0:00,0.05,,6
RD,I,17,163,10,12128,2,7,1,94,20080218,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080224,0:00,0.02,,6
RD,I,17,163,10,12128,2,7,1,94,20080313,0:00,0.02,,6
RD,I,17,163,10,12128,2,7,1,94,20080321,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080325,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080331,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080406,0:00,0.03,,6
RD,I,17,163,10,12128,2,7,1,94,20080412,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080418,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080424,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080430,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080514,0:00,0.02,,6
RD,I,17,163,10,12128,2,7,1,94,20080518,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080524,0:00,0.01,,6
RD,I,17,163,10,12128,2,7,1,94,20080530,0:00,0.05,,6
RD,I,18,35,8,12128,1,7,1,803,20080101,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080103,0:00,,AO,
RD,I,18,35,8,12128,1,7,1,803,20080105,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080107,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080109,0:00,0.09,,
RD,I,18,35,8,12128,1,7,1,803,20080111,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080113,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080115,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080117,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080119,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080121,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080123,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080125,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080127,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080129,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080131,0:00,0.28,,
RD,I,18,35,8,12128,1,7,1,803,20080202,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080204,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080206,0:00,0.12,,
RD,I,18,35,8,12128,1,7,1,803,20080208,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080210,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080212,0:00,0.06,,
RD,I,18,35,8,12128,1,7,1,803,20080214,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080216,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080218,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080220,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080222,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080224,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080226,0:00,,AV,
RD,I,18,35,8,12128,1,7,1,803,20080228,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080301,0:00,0.04,,
RD,I,18,35,8,12128,1,7,1,803,20080303,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080305,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080307,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080309,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080311,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080313,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080315,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080317,0:00,1.44,,
RD,I,18,35,8,12128,1,7,1,803,20080319,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080321,0:00,1.01,,
RD,I,18,35,8,12128,1,7,1,803,20080323,0:00,0.07,,
RD,I,18,35,8,12128,1,7,1,803,20080325,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080327,0:00,0.35,,
RD,I,18,35,8,12128,1,7,1,803,20080329,0:00,0.49,,
RD,I,18,35,8,12128,1,7,1,803,20080331,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080402,0:00,0.37,,
RD,I,18,35,8,12128,1,7,1,803,20080404,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080406,0:00,0.26,,
RD,I,18,35,8,12128,1,7,1,803,20080408,0:00,1.76,,
RD,I,18,35,8,12128,1,7,1,803,20080410,0:00,5.8,,
RD,I,18,35,8,12128,1,7,1,803,20080412,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080414,0:00,0.1,,
RD,I,18,35,8,12128,1,7,1,803,20080416,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080418,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080420,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080422,0:00,0.35,,
RD,I,18,35,8,12128,1,7,1,803,20080424,0:00,1.55,,
RD,I,18,35,8,12128,1,7,1,803,20080426,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080428,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080430,0:00,0.18,,
RD,I,18,35,8,12128,1,7,1,803,20080502,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080504,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080506,0:00,0.05,,
RD,I,18,35,8,12128,1,7,1,803,20080508,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080510,0:00,0.28,,
RD,I,18,35,8,12128,1,7,1,803,20080512,0:00,0.08,,
RD,I,18,35,8,12128,1,7,1,803,20080514,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080516,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080518,0:00,0.05,,
RD,I,18,35,8,12128,1,7,1,803,20080520,0:00,0.04,,
RD,I,18,35,8,12128,1,7,1,803,20080522,0:00,0.12,,
RD,I,18,35,8,12128,1,7,1,803,20080524,0:00,0.07,,
RD,I,18,35,8,12128,1,7,1,803,20080526,0:00,0.04,,
RD,I,18,35,8,12128,1,7,1,803,20080528,0:00,0.12,,
RD,I,18,35,8,12128,1,7,1,803,20080530,0:00,0.04,,
RD,I,18,35,8,12128,1,7,1,803,20080601,0:00,0.03,,
RD,I,18,35,8,12128,1,7,1,803,20080603,0:00,0.39,,
RD,I,18,35,8,12128,1,7,1,803,20080605,0:00,0.03,,
