"Dataset","Site","Date","Al","Alk","Br","Ca","CL","DIN","DO","DOC","Fe","K","Mg","Mn","Mn_diss","N_tot_Kj","Na","NO3","ORP","P_tot","pH","PO4_o","SC","SO4","SSC","TDP","Temp","TOC","Turb","Zn_diss"
"WQ","ROA",2010-03-17,0.203,300,0,112,186,0.35,15.73,4,0.166,2.44,19,0.0262,0.0182,0.67,118,1.34,77,0.1,8.26,0,1.29,94,8.44,0.07,11.42,3.8,5.4,37.1
"WQ","ROA",2010-04-01,0.186,310,0,118,146,0.2,11.81,3.2,0.137,2.21,21,0.0149,0.0072,0.67,92.5,0.76,3,0.12,7.81,0,1.16,97,38.97,0.09,9.08,3.2,3.4,33.7
"WQ","ROA",2010-05-25,-999999,270,0,-999999,130,0.44,7.77,3.8,-999999,-999999,-999999,-999999,-999999,0.69,-999999,1.9,146,0.19,7.91,0.56,1.72,93.5,14,0.29,17.48,3.8,8.8,-999999
"WQ","ROA",2010-07-06,0.113,270,-999999,106,-999999,0,7,67.4,0.087,3.51,17.5,0.041,0.0319,0.55,81,-999999,272,0.22,7.82,-999999,1.17,-999999,6.14,0.2,20.63,68.4,1.5,0
"WQ","ROA",2010-08-04,0.091,280,-999999,98.6,-999999,-999999,0.36,4.4,0.209,3.81,15.2,1.37,1.28,-999999,104,-999999,361,-999999,6.07,-999999,1.25,-999999,1.99,-999999,23.29,4.3,0.4,0
"WQ","URB",2005-04-19,0.325,310,0.13,161,273,-999999,11.55,15.1,0.402,5,30.5,0.0298,0.0113,-999999,162,0.21,297,-999999,8.08,0.37,1.7,95.8,8,0.11,15.21,0,4.8,0
"WQ","URB",2005-05-26,0.116,320,0.15,157,261,0.48,8.18,20,0.154,4.5,30.8,0.0747,0.0665,0.32,161,2.01,285,0.18,7.99,0.61,0.74,160,1.67,0.18,15.26,26,2.8,0
"WQ","URB",2005-06-21,0.231,310,0.16,153,310,0.99,7.98,4.2,0.241,5.05,29.5,0.0756,0.0709,0.23,175,1.44,270,0.21,7.77,0.63,1.78,156,6,0.2,17.8,4.4,3.4,0
"WQ","URB",2005-07-26,0.157,290,0.16,126,326,0.23,4.23,13,0.199,6.09,23.5,0.25,0.237,1.29,199,0.68,199,0.22,7.44,0.92,1.82,113,12.8,0.23,24.6,15,2,0
"WQ","URB",2005-08-16,0.15,290,0.47,119,412,0.01,6.67,15,0.208,6.85,23,0.169,0.112,0.53,266,0.02,188,0.22,7.77,0.67,2.18,86.2,1.67,0.19,23,22,17.3,0
"WQ","URB",2005-09-22,0.134,260,0.12,94.6,282,0.1,6.13,17,0.175,5.36,18.2,0.128,0.124,0.51,198,0.36,226,0.35,7.7,1.05,1.63,37.8,1.67,0.33,18.6,20,2.5,15.9
"WQ","URB",2005-10-31,0.097,260,0.13,114,272,0.22,6.99,19,0.084,5.56,22.9,0.0355,0.0335,0.23,206,1,241,0.26,7.54,0.93,1.74,115,1.67,0.23,7.84,19,3.8,0
"WQ","URB",2006-02-09,0,280,0.1,155,233,0.26,12.79,9.6,0.033,2.5,32.3,0.0129,0.0105,0.23,133,1.13,248,0.09,7.73,0.24,1.52,161,1.67,0.06,0.65,19,2.9,15
"WQ","URB",2006-03-20,0.066,290,0.11,150,195,0.13,13.01,10.4,0.089,2.83,29.7,0.0176,0.0155,0.27,128,0.53,277,0.14,7.44,0.31,1.49,148,1.67,0.06,3.91,14.7,2.2,11.7
"WQ","URB",2006-05-09,0.122,330,0.12,146,200,0.28,6.89,20.2,0.151,3.33,28.7,0.0584,0.05,0.27,120,1.1,279,0.24,7.74,0.53,1.55,167,1.67,0.21,12.17,22.4,5,17
"WQ","URB",2006-06-06,0.164,330,0.13,130,254,0.14,5.22,13.6,0.14,4.16,26,0.0868,0.087,0.31,138,0.65,153,0.26,7.65,0.77,1.45,129,15.6,0.22,15.02,19.2,0,14.9
"WQ","URB",2006-07-10,0.04,270,0.16,106,330,0.01,3.22,7.3,0.106,6.28,26.5,0.287,0.31,0.47,210,0,-3,0.26,7.37,0.85,1.77,54.2,1.67,0.24,20.9,18.5,6.2,18.4
"WQ","URB",2006-08-08,0.073,310,0.13,112,302,0.16,2.63,13.2,0.407,6.08,21,0.936,0.884,1.18,199,0.06,266,0.63,7.68,1.44,1.74,55.8,1.67,0.51,24.01,17.7,0,16.3
"WQ","URB",2006-09-05,0.151,270,0.44,115,311,0.14,6.06,32.6,0.169,5.56,22.2,0.258,0.24,0.48,195,0.73,113,0.28,7.73,0.88,1.63,119,0,0.3,17.47,32.7,3.1,33.6
"WQ","URB",2006-10-16,0.231,280,0.38,118,249,0.04,7.36,17.4,0.213,4.97,23.8,0.087,0.0786,0.32,164,0.17,340,0.3,7.87,0.72,1.57,138,5.4,0.26,9,24.8,6,51.3
"WQ","URB",2006-11-13,0,320,0.12,142,144,4.23,8.75,25.8,0.07,3.9,29.3,0.0265,0.0239,0.4,93.3,0,338,0.21,7.91,0.66,1.34,157,0,0.22,7.48,30.4,1.6,74.6
"WQ","URB",2006-12-05,0.093,310,0.1,134,124,0.55,13.7,30,0.138,3.56,27.7,0.0261,0.0185,2.78,68.2,1.82,336,0.35,8.04,0.69,1.17,156,0,0.41,0.58,37.3,22.7,70.1
"WQ","URB",2007-01-10,0.135,290,0.07,128,105,0.38,13.2,35.2,0.137,2.33,22.7,0.013,0.0091,0.33,61.7,1.7,330,0.5,8.02,0.41,1.07,116,10.61,0.12,1.76,25.5,5,59.6
"WQ","URB",2007-03-08,0.041,290,0.13,171,513,0.4,14.73,21.6,0.044,3.34,30.8,0.0069,0.0056,0,265,1.59,262,0.09,7.86,0.25,2.48,158,0,0.09,1.17,24.3,0,36.5
"WQ","URB",2007-04-10,0,320,0.12,158,280,0.05,17.35,29.1,0,2.57,29.7,0.0123,0.0131,0,139,0.22,123,0.11,8.32,0.25,1.64,175,1.19,0.09,6.01,28.3,0.3,49.8
"WQ","URB",2007-05-09,0.192,350,0.14,174,245,0.35,9.04,30.6,0.131,3.35,32.3,0.056,0.0655,0.17,144,1.59,286,0.16,8.83,0.49,1.68,168,4.62,0.14,15,33,5.9,47.3
"WQ","URB",2007-06-13,0.443,320,0.17,135,433,0.2,3.68,27.3,0.481,5.48,26.2,0.843,0.843,0.52,230,0.36,166,0.31,7.69,1.28,2.1,71.6,8.16,0.47,18.4,21.3,7,21.4
"WQ","URB",2007-07-18,0.177,280,0.15,109,411,0.05,-999999,19.4,0.27,5.45,20.4,0.593,0.509,0.92,233,0.31,-999999,0.38,-999999,0.98,-999999,55.6,5.6,0.34,-999999,16.5,-999999,8.68
"WQ","URB",2007-08-01,0.363,310,0.16,118,490,0,5.28,18.5,0.626,5.86,22.1,1.37,1.28,0.58,266,0.15,227,0.44,7.91,0.91,2.26,54.2,14.34,0.34,22.82,20.3,7.4,13.4
"WQ","URB",2007-11-05,0.042,260,0.12,143,430,0.08,5.83,20,0.123,6.19,25.1,0.233,0.226,0.26,235,0.15,-203,0.12,7.17,0.55,2.25,209,4.74,0.11,7.44,13.6,1.6,40.9
"WQ","URB",2008-02-11,0.052,250,0.089,146,410,0.76,10.05,3,0.057,2.82,25.2,0.0112,0.0094,0.16,195,3.37,2,0.14,8.38,0.29,1.81,134,4,0.11,2.09,3.8,1.7,26.6
"WQ","URB",2008-03-25,0.035,250,0.065,120,242,0.36,15.26,3,0.052,2.18,19.5,0.0065,0.005,0.13,146,1.52,-208,0.11,7.79,0.26,1.45,106,-0.78,0.12,3.61,3.1,-0.4,19.6
"WQ","URB",2008-04-16,0.082,280,0.086,131,187,0.12,12.54,3.3,0.042,2.13,22.9,0.014,0.0139,0,113,0.46,-160,0.1,7.83,0.22,0.88,133,-1.16,0.09,6.27,3.4,-0.1,7.9
"WQ","URB",2008-06-09,0.321,300,0.11,129,175,0.25,6.84,4.9,0.341,4.16,22.8,0.0451,0.0346,0.17,130,1.19,-78,0.2,7.74,0.46,1.23,127,10.29,0.18,20.02,5.3,16.2,7.6
"WQ","URB",2008-07-30,0.628,280,0.11,94.6,274,0.05,3.43,-999999,0.752,4.26,17,0.823,0.789,0.62,185,0.33,184,0.49,7.06,1.04,1.51,56.6,6.55,0.37,18.86,-999999,8,7.5
"WQ","URB",2008-08-12,0.274,270,0.078,102,280,0.06,7.04,5.9,0.426,4.18,17.9,0.421,0.408,0.38,196,0.33,330,0.43,7.15,0.94,1.59,63.3,7.4,0.32,17.78,6.1,10.2,0
"WQ","URB",2008-09-17,0.078,100,-999999,50.7,-999999,0,1.59,11.6,0.533,7.23,15.1,2.4,2.37,-999999,61.7,-999999,-40,2.11,7.07,-999999,0.79,-999999,7.62,2,17.63,12.6,9.9,8.4
"WQ","URB",2008-10-15,0.211,280,0.16,112,334,0.32,4.1,7.1,0.665,7.07,24.2,1.82,1.82,2.75,218,0.8,263,0.59,7.07,1.12,1.78,90.6,19.13,0.45,16.35,7.3,6.4,14
"WQ","URB",2008-12-09,0.021,270,0.14,102,427,0.3,4.02,7.1,0.243,6.67,26.1,2.16,2.1,-999999,224,0.99,260,0.48,7.22,0.95,2,59.7,6.74,0.4,4.06,8.4,2.5,13.7
"WQ","URB",2009-01-26,0.331,230,0.18,170,652,0.69,-999999,4,0.534,4.39,35.4,0.174,0.141,0.58,364,3.35,-999999,0.3,-999999,0.15,-999999,222,89.39,0.08,-999999,5.2,-999999,39.1
"WQ","URB",2009-02-24,0,240,0.18,182,856,0.48,13.35,3.6,0.036,3.78,35.4,0.0661,0.0649,0.23,450,2.21,180,0.07,-999999,0.18,3.18,186,-0.39,0.06,-0.09,3.7,4,24.6
"WQ","URB",2009-03-17,0.09,280,0.15,144,508,0.03,15.3,5.6,0.135,3.65,29.3,0.0712,0.0652,-999999,277,0.18,293,-999999,7.96,0.22,2.49,185,3.6,-999999,9.74,4.3,3.5,20.4
"WQ","URB",2009-04-27,0.028,280,0.1,127,239,0.22,11.2,4.4,0.055,2.91,23.2,0.0699,0.0693,0.53,148,1.49,308,0.13,7.99,0.42,1.53,129,1.48,0.16,16.53,4.3,-0.6,21.4
"WQ","URB",2009-05-21,0.034,290,0.12,151,257,0.24,6.15,3.8,0.091,3.8,27,0.134,0.12,0.7,180,1.28,87,0.18,6.91,0.53,1.13,135,2.86,0.17,16.69,4.1,2.6,0
"WQ","URB",2009-06-09,0.097,310,0.13,134,348,0.19,5.01,5.1,0.184,4.41,25.5,0.324,0.331,0.77,228,0.28,21,0.26,7.78,0.42,1.91,52.8,1.96,0.21,19.64,5.3,1.7,23.7
"WQ","URB",2009-07-16,0.11,300,0.2,116,373,0,3.37,4.3,0.42,4.57,23.8,23.7,0.779,0.7,214,0.4,-116,0.49,7.84,0.64,1.88,59.9,7.33,0.38,20.74,4.2,5.8,25.2
"WQ","URB",2009-09-14,0.065,290,0,129,336,0.07,5.53,5.4,0.427,4.41,23.8,0.581,0.558,0.86,236,0.46,191,0.35,7.78,0.47,1.96,115,6.38,0.25,15.49,5.4,4.1,6.4
"WQ","URB",2009-10-06,0,290,0,130,249,0.18,7.85,5.2,0.173,3.76,24.3,0.198,0.187,0.73,176,0.85,41,0.25,9.19,0,-999999,123,2.01,0.19,11.41,5.4,-0.4,7.8
"WQ","URB",2009-12-07,0,330,0.21,166,206,0.07,10.14,12.6,0,3.25,34.6,0.02,0.0186,-999999,128,0.22,70,0.1,7.72,0,1.8,182,-6.47,0.33,3.04,11.9,-1.2,30.8
"WQ","URB",2010-02-01,0.103,340,0.22,175,472,0.59,14.08,2.8,0.043,2.91,33.3,0.0248,0.0233,0.6,256,2.33,59,0,7.6,0,2.72,168,-3.7,0,0.09,2.7,-0.9,49.9
"WQ","URB",2010-03-17,0.197,330,0,137,310,0.26,12.67,3.8,0.147,2.74,24.5,0.017,0.013,0.73,199,1.03,80,0.08,8,0,1.84,124,8.13,0.07,9.65,3.6,3.2,43
"WQ","URB",2010-04-01,0.22,340,0,141,238,0.24,10.76,3.3,0.173,2.5,24.7,0.0213,0.0161,0.64,151,0.92,3,0.15,7.33,0,1.57,130,12.92,0.1,9.12,3.2,4.7,37.9
"WQ","URB",2010-05-25,-999999,340,0,-999999,254,0.29,8.23,4.3,-999999,-999999,-999999,-999999,-999999,0.63,-999999,1.22,144,0.17,7.97,0.41,1.1,147,9.33,0.12,17.38,4.1,13.9,-999999
"WQ","URB",2010-07-06,0.238,350,-999999,139,-999999,0.23,6.66,83,0.371,4.52,26,0.225,0.177,0.73,181,-999999,252,0.29,7.83,-999999,1.91,-999999,-0.8,0.21,21.11,82.8,2.1,0
"WQ","URB",2010-08-04,0.104,330,-999999,130,-999999,-999999,2.23,5.9,0.267,5.05,23.4,0.327,0.354,-999999,282,-999999,308,-999999,7.74,-999999,2.45,-999999,-8.22,-999999,24.4,5.7,2.3,0
