"Week","Temp","Exceed"
116,63.6,TRUE
116,63.6,TRUE
116,63.6,FALSE
116,63.6,FALSE
117,59.2,TRUE
117,59.2,FALSE
117,59.2,FALSE
117,59.2,FALSE
117,59.2,FALSE
118,61.7,TRUE
118,61.7,TRUE
118,61.7,TRUE
118,61.7,TRUE
118,61.7,TRUE
119,62.2,TRUE
119,62.2,FALSE
120,60.2,TRUE
120,60.2,TRUE
120,60.2,TRUE
120,60.2,FALSE
120,60.2,FALSE
121,59.1,TRUE
121,59.1,TRUE
121,59.1,TRUE
121,59.1,FALSE
121,59.1,FALSE
122,57.1,TRUE
122,57.1,TRUE
122,57.1,FALSE
122,57.1,FALSE
122,57.1,FALSE
123,61.8,TRUE
123,61.8,TRUE
123,61.8,FALSE
123,61.8,FALSE
123,61.8,FALSE
124,58.1,TRUE
124,58.1,TRUE
124,58.1,FALSE
124,58.1,FALSE
124,58.1,FALSE
125,59.2,TRUE
125,59.2,TRUE
125,59.2,TRUE
125,59.2,TRUE
125,59.2,FALSE
126,54.6,TRUE
126,54.6,FALSE
126,54.6,FALSE
126,54.6,FALSE
127,51.9,TRUE
127,51.9,TRUE
127,51.9,TRUE
127,51.9,FALSE
127,51.9,FALSE
128,49,TRUE
128,49,FALSE
128,49,FALSE
129,49.5,TRUE
129,49.5,TRUE
129,49.5,TRUE
129,49.5,FALSE
129,49.5,FALSE
130,50.1,TRUE
130,50.1,TRUE
130,50.1,TRUE
130,50.1,FALSE
130,50.1,FALSE
131,50.5,TRUE
131,50.5,TRUE
131,50.5,TRUE
131,50.5,TRUE
131,50.5,FALSE
132,47.9,TRUE
132,47.9,TRUE
132,47.9,TRUE
132,47.9,FALSE
132,47.9,FALSE
133,44,TRUE
133,44,FALSE
133,44,FALSE
133,44,FALSE
133,44,FALSE
134,46.7,TRUE
134,46.7,FALSE
134,46.7,FALSE
134,46.7,FALSE
135,41.2,TRUE
135,41.2,TRUE
135,41.2,FALSE
135,41.2,FALSE
135,41.2,FALSE
136,43,FALSE
136,43,FALSE
136,43,FALSE
136,43,FALSE
137,42.5,TRUE
137,42.5,TRUE
137,42.5,FALSE
137,42.5,FALSE
137,42.5,FALSE
138,38.8,TRUE
138,38.8,TRUE
138,38.8,TRUE
138,38.8,FALSE
138,38.8,FALSE
139,44.1,TRUE
139,44.1,FALSE
139,44.1,FALSE
140,40.8,FALSE
140,40.8,FALSE
140,40.8,FALSE
140,40.8,FALSE
